id:ID,label,name,source_file,row_no,core_technology,technology_maturity,possible_scenarios,business_model,delivery_capability,certification_ip,founder_team_and_gap,recent_revenue_profit,competition_and_diff,match_level,:LABEL
ENT_EBE6A5AFAD90,Enterprise,北京北微星生物科技有限公司,企业信息暂存.xlsx,301,全球首个CRBC+CRVC数据库驱动的农业生物技术；根际原位非模式微生物组资源库构建（菌种库+基因库）；植物-微生物互作精准适配研究体系；主效功能物质的挖掘与鉴定；Culturome高通量分离培养技术体系,Culturome高通量分离培养技术体系被Nature Protocols收录为标准操作方法（2021年），成为全球植物微生物组研究的黄金标准，被100+实验室采用；已建立全球最大的根际原位非模式微生物组菌种资源库,绿色农业、农业废弃物处理、生物农药、土壤生物多样性恢复、生态修复,,,,创始团队：创始人兼首席科学家白洋（北京大学生命科学学院研究员、国家“万人计划”领军人才、国家重点研发计划首席科学家、全球首个提出“根际微生物与植物匹配”新概念的科学家）；首席技术官张婧赢（北京大学生命科学学院副研究员、国家优青）；首席执行官王晗（智慧农业托管服务模式开创者、高级农艺师、农业领域自媒体大V）；市场总监张育；运营总监张莉爽；大客户总监庞晶鑫。短板：暂无,,竞对：国际农化巨头（如拜耳与Ginkgo Bioworks成立的Joyn Bio公司、先正达收购的瓦拉格罗）；美国农业科技公司（如Indigo、AgBiome）。技术差异：公司聚焦于根际原位非模式微生物研究，拥有全球最大的根际原位非模式微生物组菌种资源库和Culturome高通量分离培养技术体系，形成5-8年的行业技术代差；而行业普遍聚焦模式化菌种研究（如芽孢类），缺乏微生物-植物/环境互作机制研究，田间应用不稳定、菌种单一、创新能力差。,精确匹配,Enterprise
ENT_910D1D4FEBFB,Enterprise,北京国科星联科技有限公司,企业信息暂存.xlsx,302,以酵母为生物反应器生成高生物活性乳蛋白（糖蛋白），乳铁蛋白、免疫球蛋白、乳白蛋白等；拥有糖蛋白表达平台系统、底盘细胞技术（MK和PK酵母）及蛋白表达系统（糖基化修饰与途径改造）,部分产品处于实验室、小试阶段，部分产品（如唾液酸、活性酵母MK酵母）已获取资质；牛乳铁蛋白、常规乳清蛋白预计2025年量产拿证，其他蛋白预计2026-2027年。,婴儿配方食品、保健品、特医食品、零辅食、植物基复配食品；糖蛋白抗体药物支持。,2B原料产品销售与2C品牌合作相结合。,暂无具体产能信息；拥有生物合成生产放大工艺经验，曾转让技术到企业。,相关专利授权11项；唾液酸、活性酵母MK酵母已获取资质；承担国家重点研发计划项目“特殊酵母底盘细胞染色体工程”。,创始团队：CEO田愉（科技成果转化资深人士，曾创办纳米材料公司）；CTO金城（首席科学家，深耕真菌蛋白质糖基化30年）；科学顾问包括中科院、农科院、复旦大学教授。短板：暂无明确提及。,,竞对：PerfectDay（使用丝状真菌里氏木霉，技术路线为精密发酵，选品顺序为酪蛋白、普通乳清蛋白、活性乳清蛋白）；昌进生物（使用毕赤酵母和CJ系列，技术路线为筛选诱变+精密发酵，选品顺序为微生物蛋白、酪蛋白、普通乳清蛋白）。差异：国科星联使用MK和PK酵母，精密发酵，选品顺序优先活性乳清蛋白（如乳铁蛋白），侧重人造牛奶和人造母乳。,精确匹配,Enterprise
ENT_7A3F99E8FECC,Enterprise,北京开芯红科技有限公司,企业信息暂存.xlsx,303,高性能商业化IP、全方位设计服务,“香山”处理器核已迭代至第三代（昆明湖架构），第一代（雁栖湖）已完成28nm流片，第二代（南湖）已流片，第三代（昆明湖）V1版本RTL已完成交付物理设计；性能对标ARM N2，SPECint2006预估约17/GHz,服务器、数据中心、汽车、智能手机（根据北京市政府引导方向提及）,创新“产学研”协同模式：产业界出题、开芯院答题、市场阅卷；与行业头部公司联合，技术和市场双轮驱动,依托股东算能拥有丰富高性能芯片量产经验及先进工艺芯片定制优化能力，算能已交付全球首颗64核RISC-V高性能CPU芯片（SG2042）,,,,竞对包括：采用X86指令集（如Intel、AMD）和ARM指令集（如ARM、飞腾）的处理器厂商，以及采用RISC-V指令集的厂商（如阿里平头哥/玄铁910、SiFive/P650、Ventana/Veyron V1）。技术差异：开芯红基于开芯院研发的“香山”高性能CPU，采用RISC-V开源指令集，旨在突破X86和ARM的垄断壁垒，实现自主可控；其“香山”处理器在流水线宽度、缓存配置、工艺节点和性能指标（SPECint2006）上与国际同类产品（如ARM Cortex-A76、Neoverse N2）对标。,精确匹配,Enterprise
ENT_60F5F2B3FEA3,Enterprise,北京江河惠远科技有限公司,企业信息暂存.xlsx,304,遥感数据处理及加工、遥感监测分析业务应用、遥感数据平台服务；遥感影像智能识别算法、环境变化监测算法、地质灾害预警模型、三维建模及平台可视化,,,,业务覆盖24个省市；拥有项目实施团队（如副总张灿分管项目落地实施）,国家高新技术认证企业；国家级专精特新“小巨人”企业；中关村高新技术认证企业；北京市“专精特新”中小企业；AAA级资信企业；地理信息系统工程乙级；工程测量乙级；摄影测量与遥感乙级；CMA环境检验检测机构资质；9000三体系认证；水土保持监测单位五星资质；水土保持方案编制单位二星资质；施工劳务资质；安全生产许可资质；中关村瞪羚企业；民用无人驾驶航空器运营合格证；发明专利18项、实用新型专利3项、外观专利2项、软件著作权40余项、商标1项,团队核心人员来自清华紫光、中科院、北京林业大学；董事长&法人王海鹏（教授级高工，紫光软件集团副总裁）；CEO刘新（中科院博士博士后）；副董事长李兵（注册会计师，原紫光软件公司财务副总监）；副总张灿（北京林业大学硕士，国家电网特邀环水保专家）；副总余蔚青（北京林业大学博士）；副总、董事刘青（硕士，前紫光软件部门经理）；营销副总戚国辉（硕士，前紫光软件数字城市事业部总经理）；研发总监闫立财（硕士，前多家企业技术总监）；在职人员96人，博士7人，硕士29人，本科65人；短板信息暂无,2021年营收5080万元，利润1008万元；2022年营收7840万元，利润1030万元；2023年营收暂无，利润1300万元（注：PDF中2023年利润为1300万元，但营收未明确列出；2024年规划营收11000万元，利润1600万元）,,精确匹配,Enterprise
ENT_7EB338CC78F4,Enterprise,北京演绎科技有限公司,企业信息暂存.xlsx,305,AI应用技术（未查到具体核心技术）,,,,,,,,,精确匹配,Enterprise
ENT_59A8C192B196,Enterprise,北京煜鼎增材制造研究院股份有限公司,企业信息暂存.xlsx,306,重大装备高性能金属增材制造（3D打印）、重大装备关键机械运动零部件表面工程、重大装备高性能金属结构新材料,,,,,,由北京航空航天大学与王华明院士团队共同设立,,,精确匹配,Enterprise
ENT_2B3DBB4C2A28,Enterprise,北京理工智车科技有限公司,企业信息暂存.xlsx,307,陆地航母装备、功能型无人车国家检测业务、无人车平台系列产品、XXX装甲车关键零部件、系列8×8轮式突击平台关键零部件,,未来交通、智慧城市（功能型无人车执行运输、物流、接驳、巡逻、市政、警用、环卫、救援等任务）,产学研一体化，科技成果转化孵化。军：配套于系列型号的关键部件产品，构建科研-生产-产品-市场全链条体系。民：承建国家级检测中心，开展功能型无人车国家检测业务。,生产基地年产能1500台,2023年取得保密资质；承建国家级检测中心；牵头制定功能型无人车行业国家规划；成立功能型无人车专项工作组。,依托北京理工大学机械与车辆学院、坦克传动国防科技重点实验室、无人车技术工信部重点实验室。团队背景涵盖军（陆地航母装备研制）、民（功能型无人车国家检测）。短板信息暂无。,,,未匹配,Enterprise
ENT_44A35CFD374A,Enterprise,北京龙知远科技发展有限公司,企业信息暂存.xlsx,308,制冷型锑化铟探测器、红外相机技术,,,,,,,,,精确匹配,Enterprise
ENT_AF79C18BB686,Enterprise,上海华渔新材料科技有限公司,企业信息暂存.xlsx,309,以缠绕工艺为核心的复合碳纤维应用技术，自动化缠绕成型、独家树脂配方、非胶接连接技术、正向设计CAE分析数据库。核心产品为碳纤维复合材料传动轴（POWERSHAFT TM Carbon Fiber Driveshaft），以及碳纤维电驱电机转子护套和主轴,技术已成熟，拥有量产技术。碳纤维传动轴已获得上汽定点，与多个主机厂有同步项目；碳纤维转子护套在康明斯小型电机上已批量应用，军工电机验证成功并进入批量准备，与多家国内车企的基础测试通过并处于耐久实验中；电机主轴为全球首创，已申请专利。,汽车车身部件、刹车片、轮毂、隔音板、前端支架、座椅结构、车身底盘、仪表盘、缓冲梁、备胎仓、窗饰等零部件；风电、航空航天、体育休闲、医疗等领域。,暂无明确信息。,拥有金山制造基地，具备量产能力。与纳铁福建立密切合作模块化生产，可制造性提高，为大规模推广奠定基础。,碳纤维传动轴通过主机厂严苛测试（强度、疲劳、耐候、各种工况）及认证；树脂配方耐候性测试全面通过汽车行业认证；材料体系嵌入主机厂材料参数卡及碳纤维传动轴标准；电机主轴技术已申请专利（全球首创）。,暂无信息。,暂无信息。,国外竞品（碳纤维传动轴）：华渔技术连接强度更高、重量更轻、临界转速更高、成本更低。国内碳纤维产业结构中，下游应用零部件制造企业存在预浸料铺贴类（工艺成本高、自动化程度低、手工铺贴）和缠绕类（成本低、自动化程度高）等不同类型，华渔技术属于以缠绕工艺为核心、自动化程度高、设计门槛高的类型。在碳纤维转子护套领域，国内尚无可批量的竞争对手；特斯拉收购德国公司制造同类产品。电机主轴技术全球暂无竞争。,未匹配,Enterprise
ENT_98B98CB67DE4,Enterprise,南京昕瑞再生医药科技有限公司,企业信息暂存.xlsx,310,利用基于高分辨成像、微流控和高通量转录组小分子筛选技术，高通量、低成本、全面系统地筛选操作细胞命运的小分子药物，产生有成药前景的小分子化合物自主知识产权,,孵化出创新小分子药物，并推动细胞治疗产品的研发和转化。,短期：承接药厂合作研发课题、技术服务；中长期：专利转化、与制药企业合作进行临床申报和转化；长期：孵化创新药物和细胞治疗产品。,,公司和北京大学分子医学研究所细胞重编程与再生医疗研究室合作完成项目开发，共享专利成果。,公司层面以刘洋（即将博士后出站全职）和李红蕾（全职）2人负责研发和运营。技术方面以赵扬北京大学分子医学研究所细胞重编程与再生医疗研究室科研团队为主（共22人）。,,,精确匹配,Enterprise
ENT_BC221831ECE0,Enterprise,南通复源新材料科技有限公司,企业信息暂存.xlsx,311,碳纤维复合材料回收与再利用技术；再生碳纤维产品：短切再生碳纤维（改性塑料用）、再生碳纤维毡（针刺毡-纯碳纤、针刺毡-混纤、表面毡）,已实现量产；拥有200吨/年中试线（2016年中试成功）和1500吨/年处理量生产线（2019年量产开始）；第二工厂（3000吨处理量）在建,,废CFRP回收处理服务；再生CF产品生产制造与销售,现有产能：1500吨废料处理量/年，1000吨再生碳纤维产能/年；在建第二工厂产能：3000吨处理量/年，2000吨再生碳纤维产能/年,再生资源回收经营备案登记；ISO9001/14001/45001体系认证（2020.12.28，2021.10.18）；GRS（全球回收标准）认证（2022.12.22）；碳足迹核查证书（三款产品）；牵头制订3项团体标准；上海市科教兴市重大产业科技攻关项目（1.7亿，上海交通大学大型民机创新工程）,,,全球有≤10家商业化公司（中国、美国、日本、欧洲）；裂解是目前唯一可行的碳纤维复合材料回收工业化技术；上海交通大学（200吨中试）热解技术是国内第一项被汽车行业认可的技术,精确匹配,Enterprise
ENT_6C50D8CCF745,Enterprise,合肥星能玄光科技有限责任公司,企业信息暂存.xlsx,312,先进场反磁镜（FRC）技术，高密度场反磁镜（三重约束）、离子回旋波加热技术、高参数FRC对碰融合技术、旋转磁场控制技术、自研高功率射频源、自研高压脉冲电源、超级电容器供能模组等,工程可行性验证阶段。拥有现有场反磁镜KMAX-FRC实验装置，已完成离子温度50-100eV的加热实验、高参数FRC对碰融合实验，并实现了旋转磁场控制。目标是将约束时间提升至ITER量级，并计划建造聚变堆。,为社会提供商业化聚变清洁能源。,,,KMAX装置获中科院创新仪器项目、国家磁约束聚变项目、基金委面上和重点项目资助；团队发表直接相关论文70余篇；装置被国内聚变博物馆收录。,创始团队：董事长/总经理孙玄（中科大核学院教授，有美国LANL、Tri Alpha Energy公司研发经验）。技术团队包括多名中科大等离子体物理专业博士，负责装置运行、诊断、模拟等。短板：文档明确指出其技术路线（先进场反磁镜）在‘约束’上需要突破。,,竞对：国际（如美国Tri Alpha Energy、Helion Energy、CFS）；国内（如能量奇点、星环聚能、新奥能源）。技术差异：主流为托卡马克路线，存在电流破裂风险、密度极限、建造复杂周期长等问题。星能玄光采用先进场反磁镜路线，优势在于造价低、周期短、可快速迭代、高温高密（经济效益高），劣势是需要在约束上进行突破。与国际同类场反装置（如TAE）相比，星能玄光装置具有可增加高温超导线圈、势垒约束、强磁镜约束、已有射频加热基础等优点。,精确匹配,Enterprise
ENT_5CC17F5E0313,Enterprise,北京合鲸科技发展有限公司,企业信息暂存.xlsx,313,CBRNe特种威胁感知与处置技术,成功研制多型“全军列装”和国产“首台套”产品，产品已配套军方型号产品并会批量供货。,,,公司总部设在北京，在上海、西安、深圳等地设有分公司、子公司和研发中心，拥有总部生产制造中心。,高新技术企业、专精特新企业、军工相关资质。公司及团队成员拥有多项国家发明专利、实用新型专利，参与编写国军标。,创始人及核心管理层包括刘继凯（董事长兼总经理，防化装备研发制造经验）、李敬磊（联合创始人，核生化领域近20年经验）、李永（联合创始人，擅长渠道拓展）、袁汉华（总经理，仪器仪表领域25年经验）。技术团队带头人涵盖红外遥测、图像识别、核辐射侦检、质谱、生物技术、软件信息化等领域，经验丰富。短板信息暂无。,,,精确匹配,Enterprise
ENT_452548468ED5,Enterprise,四川沃飞长空科技发展有限公司,企业信息暂存.xlsx,314,eVTOL飞行器设计、无人机制造技术,,城市空中交通（UAM/AAM）、消费级无人机应用,,,,,,,精确匹配,Enterprise
ENT_BEAA6A6A97DF,Enterprise,北京四维纵横数据技术有限公司,企业信息暂存.xlsx,315,超融合实时数据仓库技术（MatrixDB）,,,,,,,,,未匹配,Enterprise
ENT_B412A9B57ECD,Enterprise,南京埃米仪器科技有限公司,企业信息暂存.xlsx,316,原子力显微镜（AFM），具备高精度的目标定位系统、多探头（原子力显微镜）并行扫描技术、多探针并行扫描技术,,,,,专利情况（具体内容未提供）,团队经验丰富且相互信任，技术领先且有成熟设备开发经验，团队年轻且配合默契，有市场资源；团队规模比较单薄,,,未匹配,Enterprise
ENT_DF566BB40E5D,Enterprise,宁波博雅聚力新材料科技有限公司,企业信息暂存.xlsx,317,聚酰亚胺材料技术（未查到具体核心技术）,,,,,,,,,精确匹配,Enterprise
ENT_6BA229AF2AF1,Enterprise,安徽曦融兆波科技有限公司,企业信息暂存.xlsx,318,毫米波技术（未查到具体核心技术）,,,,,,,,,精确匹配,Enterprise
ENT_335E7B3AC34F,Enterprise,安徽爱观视觉科技有限公司,企业信息暂存.xlsx,319,仿生眼（电子仿生眼）、3D摄像系统、产品检测系统、3D显微镜及3D内窥镜、泛用型仿生眼,,所有需要双目立体视觉图像的场合，如3D影视拍摄、无人驾驶汽车或机器人对周边环境的观察和建模,,,专利44项（授权26项），拥有完整的自主知识产权体系,核心团队：CEO张晓林（横滨国立大学工学博士，中组部千人计划专家，仿生视觉控制系统原理发明人），CTO甄梓宁（东京工业大学博士中退，核心技术发明者之一，发明'标准辐辏原理'）。团队短板：暂无,,,精确匹配,Enterprise
ENT_A11EB2F77316,Enterprise,安捷中科（北京）数据科技有限公司,企业信息暂存.xlsx,320,数据智能技术（未查到具体核心技术）,,,,,,,,,未匹配,Enterprise
ENT_51B62F5B29CF,Enterprise,宝晟（苏州）能源科技有限公司,企业信息暂存.xlsx,321,高端新能源材料、新型干法电极工艺和新型超级电容器,相关材料和工艺已经完成中试阶段,干法电极、新型预锂化技术、干法固态电池,,,已取得3项国家发明专利授权及多项实用新型专利,,,技术指标对标Tesla公司、Maxwell公司及日本可乐立公司最新产品性能,精确匹配,Enterprise
ENT_B457ACF26C74,Enterprise,常州中湾智能科技有限公司,企业信息暂存.xlsx,322,异构处理架构技术,技术水平国内顶尖，产品已实现小批量运用,,,满足全栈开发交付要求，满足行业交付需求,国家高新技术企业、江苏省民营科技企业、苏州市数字经济企业、江苏省科技型中小企业；已申请受理或获得授权的自主知识产权共40余项，包括发明专利23项、实用新型专利3项、软件著作权7项、注册商标18项,核心团队：由中科院苏州育成中心孵化，核心骨干均具有985院校硕士及以上学历，团队平均年龄约33岁，涵盖集成电路、电子信息、软件工程、雷达、自动控制、飞行器设计、系统工程等专业；短板：暂无,2022年营收1100万元，2023年营收3020万元，2024年预测营收8000万元；利润暂无,,精确匹配,Enterprise
ENT_55A77148FF0D,Enterprise,广州因明生物医药科技股份有限公司,企业信息暂存.xlsx,323,小核酸/mRNA技术（未查到具体核心技术）,,,,,,,,,未匹配,Enterprise
ENT_54CC313358B5,Enterprise,开源共识（上海）网络技术有限公司,企业信息暂存.xlsx,324,Moark AI平台、Gitee-DevSecOps,,,,,,,,,精确匹配,Enterprise
ENT_D7D8A362BCA9,Enterprise,微纳感知（合肥）技术有限公司,企业信息暂存.xlsx,325,MEMS气体传感器技术,,,,,自主知识产权,,,,精确匹配,Enterprise
ENT_37F94C443272,Enterprise,西安军融电子卫星基金投资有限公司,企业信息暂存.xlsx,326,股权投资（无核心技术）,,,,,,,,,未匹配,Enterprise
ENT_1718F80C1B86,Enterprise,慈溪锂燃炬薪科技有限公司,企业信息暂存.xlsx,327,多级级联有机萃取法同位素分离技术,,现有核电站运行过程（锂-7已广泛应用）、乏燃料后处理,研发、生产和销售锂同位素,,,核心团队信息未在提供内容中详述，仅提及张伟、郑卫琴、顾洪熙为创始股东，运营团队通过持股平台持股。短板信息暂无。,,,未匹配,Enterprise
ENT_F9C8622CE4D5,Enterprise,中科宇航技术股份有限公司,企业信息暂存.xlsx,328,太空科技探索和系列化空天飞行器的研发集成、技术成果转化、提供宇航发射服务,,,产学研相结合，重大科研项目牵引、市场化融资和地方政府产业政策支持三方联动的军民融合航天产业创新模式,,,,,,未匹配,Enterprise
ENT_E353C6E666EB,Enterprise,北京智天新航科技有限公司,企业信息暂存.xlsx,329,涡桨发动机减振安装系统、柔性橡胶封严板、聚硫密封剂、风电叶片防侵蚀材料、轨道车辆转向架减振系统、低空经济EVTOL动力/升力系统减振、惯导减振安装,,,,,,,,国内竞争者、国外竞争者（具体信息未提供）,未匹配,Enterprise
ENT_C6FEA093175B,Enterprise,北京未磁科技有限公司,企业信息暂存.xlsx,330,高性能碱金属气室制备技术、无磁电加热技术、高性能窄线宽激光器技术、原子磁力计温控技术、原子磁力计微型化技术、原子磁力计一致性标定技术、原子磁力计阵列化探测技术、原子磁力计多通道模块控制技术、高效能被动磁屏蔽和主动磁补偿技术、心脑磁整机系统集成技术、磁场数据分析处理技术,,弱磁场测量、极弱磁场测量,,,,,,原子磁力计、心磁图仪、脑磁图仪,未匹配,Enterprise
ENT_88727D5BEEFB,Enterprise,杭州芯正微电子有限公司,企业信息暂存.xlsx,331,ET技术（包络追踪技术）、手机ET产品、无人机ET产品、无人机APT PA芯片,拥有成熟的研发团队和产品线，已有140余款产品型号；在研及规划产品有明确量产时间表（如2025年）；具备完整的裸芯测试、筛选试验、质量一致性试验能力。,商业航天（子公司即将成立）；卫星互联网；国家重大战略需求相关领域。,为国家重大战略需求、特种领域及商业市场提供集成电路和SiP产品及解决方案。,测试场地3000平米，年产能40万片/年；配备了完善的建模工具及板级设计验证工具；建立了以公司为主体，国内多家可靠性试验机构为支撑的检测平台。,资质荣誉：高新技术企业证书、专精特新企业（杭州、北京）、软件企业认定证书、ISO14001环境认证、民参军领军企业、商业航天联盟证书、特种资质。知识产权：截至2024年7月31日，已取得发明专利50项，实用新型14项，软件著作权80件。,创始团队：张教授（总经理、联合创始人），厦门大学自动控制专业本科，中国空间技术研究院计算机硕士，曾参与载人航天、探月工程等国家重大工程项目；李雪（董事长、联合创始人），东南大学半导体专业硕士，研究员级高级工程师，国务院政府津贴专家，曾任中电科集团所长等职。管理及技术团队经验丰富。短板信息暂无。,,竞对：振华风光、臻镭科技、成都华微。技术差异：根据知识产权数据对比，芯正微在发明专利（50项）和软件著作权（80件）数量上具有优势，实用新型专利（14项）数量相对较少。,精确匹配,Enterprise
ENT_CB2521C23E75,Enterprise,深圳市薇光点亮科技有限公司,企业信息暂存.xlsx,332,Micro LED技术（未查到具体核心技术）,,,,,,,,,未匹配,Enterprise
ENT_53EE49BF72BC,Enterprise,上海中器无量量子科技有限公司,企业信息暂存.xlsx,333,量子计算机整机及核心部件等子系统的研发销售；量子传感器等产业核心部件的研发销售；量子软件、量子算法及混合计算解决方案的研发销售,,,,,,,,,未匹配,Enterprise
ENT_791A70D87F8A,Enterprise,北京摩尔芯光科技有限公司,企业信息暂存.xlsx,334,硅光子技术（未查到具体核心技术）,,,,,,,,,未匹配,Enterprise
ENT_636845FC2D33,Enterprise,本源量子计算科技（合肥）股份有限公司,企业信息暂存.xlsx,335,超导量子计算机（如“本源悟空”，198个量子比特，其中72个工作比特）,近期：量子霸权（已实现）；中期：量子模拟机；远期：通用量子计算机。本源量子已发布198量子比特超导量子计算机“本源悟空”并上线。,大数据处理、机器学习、材料研发、医药开发、人工智能、密码破译、气候模拟、药物研发、金融（组合优化、人工智能）、化工、物流、安全等领域。,,,,创始团队：郭光灿院士。短板：暂无,,竞对：IBM（超导，1121量子比特Condor处理器）、谷歌（超导，Willow量子芯片）、Intel（硅半导体，12位硅基自旋量子芯片Tunnel Falls）、中科院（硅自旋量子比特）、华翊量子（离子阱，37位原型机HYQ-A37）、Quantinuum（离子阱，H2-1系统）、幺正量子（离子阱）、中国科大（光量子，255光子“九章三号”）、玻色量子（光量子，100比特相干光量子伊辛机）、硅臻量子（光量子，量子安全芯片）、微尺度国家研究中心（中性原子）、Atom computing（中性原子，1180量子比特原型机）、中科酷原（中性原子，汉原1号）。技术差异：本源量子采用超导技术路线，典型成就为198量子比特超导量子计算机“本源悟空”；其他竞对分别采用超导、硅半导体、离子阱、光量子、中性原子等不同技术路线，在量子比特数量、技术特性（如保真度、相干时间、操控速度）上存在差异。,未匹配,Enterprise
ENT_BA18171ED7EE,Enterprise,杭州博辉合生科技有限公司,企业信息暂存.xlsx,336,合成生物学技术；生物基染料（靛蓝/红/棕等）；日化天然活性成分（愈创木薁磺酸钠、红没药醇、龙涎香等）；生物色素（灵菌红素、Indigoidine等）,部分产品已商业化（靛蓝、纳米红、棕黑色已稳定出货并盈利）；部分产品处于菌株构建、小试、中试阶段（见产品管线图）,,针对不同客户提供个性化解决方案：向日化客户提供核心原料+配方技术服务或全流程定制开发；向纺织客户提供生物色素+应用配色服务+生产工艺方案，或协同色卡定制开发+面料设计+量产等。收费模式包括原料费、服务费、产品分成等。,具备从研发、中试到商业化生产的能力；部分生物基染料已实现稳定出货；拥有染色工艺方案及配色服务能力；与日化代工厂、纺织印染厂合作交付。,Intertek权威功效认证（2022年）；依托中国药科大学、东华大学建立联合实验室及博士工作站；核心团队拥有多项专业背景及行业经验。,团队包括：具备投行及产业投资背景的成员；商业化部门成员来自华素愈创、Steve Madden、知名印染厂等；技术团队包括中国药科大学尚教授（皮肤学）、董廖斌教授（合成生物学）、东华大学赵教授（染整技术）等专家；生产研发成员拥有印染、化工、材料工程背景。短板信息暂无。,2021-2024年财务表现数据未提供具体营收及利润数值，仅提及综合毛利高达40-50%，2023年实现盈利。,,精确匹配,Enterprise
ENT_8C64160FA560,Enterprise,杭州质子科技有限公司,企业信息暂存.xlsx,337,涉及人工智能、信号处理、疾病预测算法、柔性传感器、柔性材料、高集成度电路设计、无线充电、生物信号处理、健康预测与评估模型等,已有多款产品获得NMPA二类认证并上市；拥有8年研发积累，累计投入过亿元；人工智能、信号处理、疾病预测算法等研发人员8名；核心研发队伍占团队总规模40%以上。,药房、养老机构、保险公司、医疗机构、体检公司等B端机构，以及通过B端影响C端用户认知的线上渠道；海外市场。,通过经销商体系布局，穿透各销售渠道（医疗机构、保险机构、康养机构、体检机构、企事业集团、个人家庭）；计划布局B端机构形成影响力，并通过B端影响C端。,产品已上市销售；拥有自研心电分析软件并获得医疗器械二类注册证；支持快速对接医院现有信息化平台，进行公有云或私有云部署。具体交付周期暂无。,国家高新技术企业；浙江省专精特新企业；申请/授权发明专利17项；实用新型专利6项；外观专利12项；软著24个；作品著作权1个；5款NMPA（国家药品监督管理局）二类认证产品上市。,核心团队汇集了来自浙江大学等名校的各领域专业人才，其中人工智能、信号处理、柔性材料、疾病预测、软硬件专业化等研发队伍占团队总规模40%以上。短板信息暂无。,,国外竞对包括iRhythm（核心产品Zio Patch可连续监测14天）、BioTelemetry（核心产品ePatch可进行14天心电图记录，2021年被飞利浦收购）、AliveCor（核心产品KardiaMobile 6L为6导联心电图仪）。质子科技的核心竞争力包括：国内首款连续监测7天柔性动态心电贴；自研的AI+ECG算法及医生分析专用软件；异常心律失常自动识别精度高达97.71%。,精确匹配,Enterprise
ENT_CB6C5C1639DB,Enterprise,杭州银湖激光科技有限公司,企业信息暂存.xlsx,338,激光技术（未查到具体核心技术）,,,,,,,,,精确匹配,Enterprise
ENT_D380E7D2931C,Enterprise,核欣（苏州）医药科技有限公司,企业信息暂存.xlsx,339,诊疗一体化RLT放射性配体治疗药物技术,68Ga-HX01已获得国内首个68Ga标记的创新核药临床批文（2022年6月）；177Lu-HX02分子筛选完成，进入IIT研究。,肿瘤间质靶点可用于多种肿瘤的诊断和治疗；肿瘤实质细胞靶点可用于满足临床对恶性肿瘤诊断和治疗的需求。,前期以独家授权方式引进专利，后期以自主研发为主；前期与国内核药企业及CRO合作开展非临床研究；计划在批产前获取自身核素药物生产、销售资质。,,拥有从匹兹堡大学引进的HX01知识产权；后期将形成自主知识产权；核欣（苏州）成为国内首个获得临床批文的68Ga标记的创新核药（2022.6）。,创始人左从林（研究员，毒理学专业，昭衍新药、舒泰神创始人之一，新药审评专家）；联合创始人兼首席科学家曾德兴（匹兹堡大学引进，HX01发明人）。团队拥有核药研发经验（如参与18F-RGD研究、指导原则起草）。短板信息未提及。,,竞对包括诺华（已上市68Ga-Dotatate/177Lu-Dotatate和68Ga-PSMA-11/177Lu-PSMA-617）；国内专注创新核药研发企业（如获融资的同类公司）。技术差异：核欣采用双靶点技术路线，针对αvβ3、CD13及肿瘤间质靶点等，旨在研发First-in-Class国际创新核药。,精确匹配,Enterprise
ENT_2E2F8428758B,Enterprise,此芯科技集团有限公司,企业信息暂存.xlsx,340,高性能通用ARM CPU芯片设计,,平板电脑、个人PC&Notebook、服务器、元宇宙XR、智能汽车,,,,核心团队为全球顶尖的高性能ARM架构和CPU全建制研发设计团队，技术能力突出、积累深厚，领军人物能力突出、成长快速，团队磨合到位、搭配合理，整合资源能力很强，商业思路清晰、心态较好。团队不足：暂无具体描述。,,国内外ARM CPU芯片厂商情况、国内CPU芯片厂商情况（文档中提及但未展开具体差异）,未匹配,Enterprise
ENT_1302843885F2,Enterprise,武汉新耐视智能科技有限责任公司,企业信息暂存.xlsx,341,激光焊接质量监测与控制核心单元器件及系统（AIWS智能激光焊接监控系统）,,,通过OEM系统集成商向各个行业提供全套解决方案,,,经营研发团队主要来自于华中科技大学和华工科技，核心成员李斌为研究员级高级工程师，长期担任华工科技副总经理、华工法利莱总经理，其和王春明教授参与完成的“汽车制造中的高质高效激光焊接与切割工艺装备”项目，获2015年度国家科技进步一等奖，团队成员还多次获省部级科技进步特等奖和一等奖。项目团队结合了产、学、研、用优势，掌握了激光焊接切割工艺与装备关键技术。,,,精确匹配,Enterprise
ENT_420BC8C02F8F,Enterprise,比科奇微电子（杭州）有限公司,企业信息暂存.xlsx,342,5G小基站芯片设计、NB-IoT技术,,,为全球通信及物联网领域各产业链企业提供芯片组和整体解决方案,,,核心团队：CEO宋相宇（曾任中兴微电子副总裁）、CTO蒋颖波（曾任中兴微电子技术总监）、英国研发中心负责人Peter Claydon（曾任Picochip研发副总裁）。团队评价：团队技术背景深厚，但缺乏市场、销售和融资经验，且英国团队成本较高。,,竞争格局：公网小基站芯片主要被Intel、高通、赛灵思等国外厂商垄断；国内竞争对手包括中兴通讯、华为海思、佰才邦、新岸线等。技术差异：比科奇采用ASIC方案，相比FPGA方案在成本、功耗和性能上有优势；相比其他ASIC厂商，其产品支持更高的灵活性和开放性。,精确匹配,Enterprise
